,0,1,2,target
1191,215,29,221,68.34224598930481
1192,224,26,228,69.03743315508021
1193,228,17,231,68.93048128342247
1194,229,21,232,69.25133689839572
1195,229,13,232,68.82352941176471
1201,213,24,207,67.2192513368984
1202,210,4,204,65.8288770053476
1203,211,2,206,65.88235294117646
1206,209,12,207,66.36363636363636
1207,204,8,202,65.61497326203208
1208,202,0,201,65.02673796791444
1209,206,1,205,65.50802139037432
1211,209,28,209,67.32620320855615
1212,207,17,207,66.524064171123
1213,204,19,206,66.41711229946524
1214,204,27,206,66.84491978609626
1215,204,22,206,66.57754010695187
1216,204,3,203,65.40106951871658
1217,204,28,204,66.79144385026738
1218,206,12,206,66.14973262032086
1219,206,25,207,66.89839572192514
1220,205,4,208,65.77540106951872
1221,203,1,205,65.3475935828877
1222,201,17,203,65.98930481283422
1223,198,10,202,65.40106951871658
1225,203,25,207,66.7379679144385
1226,205,21,208,66.68449197860963
1227,208,29,210,67.37967914438502
1228,212,6,215,66.63101604278074
1229,214,24,215,67.70053475935829
1230,213,29,213,67.80748663101605
1231,207,29,207,67.16577540106952
1232,206,11,208,66.20320855614973
1233,206,1,207,65.61497326203208
1234,207,12,209,66.36363636363636
1235,208,22,209,66.95187165775401
1236,210,16,209,66.7379679144385
1237,214,22,214,67.54010695187166
1238,221,28,220,68.55614973262033
1242,225,8,224,67.9144385026738
1243,222,21,225,68.50267379679144
1244,223,23,226,68.71657754010695
1245,224,15,227,68.39572192513369
1246,224,2,229,67.80748663101605
1247,221,12,228,68.1283422459893
1249,210,18,224,67.6470588235294
1250,210,7,222,66.95187165775401
1251,216,3,225,67.2192513368984
1254,207,23,221,67.59358288770053
1255,195,26,215,66.79144385026738
1256,186,1,213,64.8663101604278
1257,178,3,211,64.43850267379679
1258,174,25,209,65.29411764705883
1259,176,20,211,65.24064171122994
1262,193,25,217,66.7379679144385
1263,192,1,215,65.29411764705883
1264,189,2,214,65.1336898395722
1265,189,28,216,66.63101604278074
1266,195,1,219,65.66844919786097
1267,202,21,223,67.32620320855615
1269,210,2,225,66.84491978609626
1270,208,17,221,67.32620320855615
1271,208,14,218,67.00534759358288
1272,218,5,225,67.43315508021391
1273,224,25,230,69.0909090909091
1281,208,29,204,67.05882352941177
1282,203,6,200,65.3475935828877
1283,204,18,201,66.09625668449198
1284,208,18,203,66.41711229946524
1287,202,4,198,65.08021390374331
1288,200,20,198,65.8288770053476
1289,202,1,200,65.02673796791444
1290,204,20,204,66.36363636363636
1291,206,2,205,65.56149732620321
1292,205,23,204,66.57754010695187
1293,204,26,205,66.7379679144385
1294,207,28,209,67.2192513368984
1295,209,28,210,67.37967914438502
1296,215,19,216,67.54010695187166
1297,215,28,216,68.02139037433155
1298,215,22,214,67.59358288770053
1300,209,22,212,67.16577540106952
1301,205,19,208,66.57754010695187
1302,202,19,206,66.31016042780749
1303,201,6,205,65.50802139037432
1305,203,27,207,66.84491978609626
1306,203,29,206,66.89839572192514
1307,206,18,208,66.57754010695187
1308,212,24,215,67.59358288770053
1310,218,12,218,67.43315508021391
1311,214,9,216,66.95187165775401
1313,210,20,213,67.16577540106952
1314,208,12,209,66.41711229946524
1315,208,4,208,65.93582887700535
1316,213,0,211,66.14973262032086
1317,219,6,218,67.16577540106952
1321,225,16,222,68.23529411764706
1322,220,24,221,68.34224598930481
1323,219,19,220,67.96791443850267
1324,220,16,221,67.9144385026738
1325,221,18,223,68.18181818181819
1326,221,26,225,68.71657754010695
1327,218,18,225,68.1283422459893
1329,211,1,225,66.84491978609626
1330,214,14,226,67.75401069518716
1331,218,6,227,67.59358288770053
1332,221,3,227,67.59358288770053
1333,216,9,225,67.54010695187166
1334,207,23,220,67.54010695187166
1335,196,15,216,66.31016042780749
1336,187,6,217,65.40106951871658
1337,177,29,212,65.8288770053476
1338,168,20,208,64.6524064171123
1339,169,4,209,63.903743315508024
1340,179,6,214,64.81283422459893
1342,189,3,215,65.24064171122994
1343,188,8,212,65.29411764705883
1344,180,25,208,65.56149732620321
1345,181,13,210,65.08021390374331
1346,187,6,214,65.24064171122994
1347,194,1,219,65.61497326203208
1349,203,28,223,67.75401069518716
1350,203,12,220,66.7379679144385
1351,202,3,216,65.98930481283422
1352,212,20,223,67.80748663101605
1353,218,28,228,68.82352941176471
1361,206,26,204,66.79144385026738
1362,200,24,198,66.0427807486631
1363,197,15,195,65.24064171122994
1364,200,19,198,65.77540106951872
1365,203,0,199,64.97326203208556
1366,202,27,199,66.36363636363636
1367,200,27,195,66.0427807486631
1369,204,23,202,66.41711229946524
1370,205,26,205,66.79144385026738
1371,207,19,206,66.57754010695187
1372,209,9,207,66.20320855614973
1373,212,23,211,67.32620320855615
1379,215,19,216,67.54010695187166
1380,210,13,214,66.84491978609626
1381,208,16,211,66.7379679144385
1382,205,4,208,65.77540106951872
1383,203,15,207,66.20320855614973
1384,204,6,208,65.8288770053476
1385,202,13,206,65.98930481283422
1386,202,8,207,65.77540106951872
1387,208,11,210,66.41711229946524
1393,215,0,218,66.63101604278074
1394,212,5,213,66.47058823529412
1395,212,17,213,67.11229946524064
1396,218,8,218,67.2192513368984
1397,223,26,222,68.66310160427807
1399,226,10,223,68.02139037433155
1400,222,4,219,67.27272727272728
1401,220,18,217,67.80748663101605
1402,216,10,215,67.05882352941177
1403,216,7,216,66.95187165775401
1404,217,0,219,66.79144385026738
1405,217,21,218,67.86096256684492
1406,216,22,217,67.80748663101605
1407,212,4,218,66.68449197860963
1408,207,9,223,66.95187165775401
1412,222,10,227,68.02139037433155
1413,217,6,223,67.32620320855615
1414,207,11,220,66.89839572192514
1415,198,25,218,67.05882352941177
1421,182,28,215,66.20320855614973
1422,190,2,216,65.29411764705883
1423,190,22,216,66.36363636363636
1424,177,28,208,65.56149732620321
1425,176,21,208,65.1336898395722
1426,179,15,210,65.08021390374331
1427,186,7,214,65.24064171122994
1428,193,28,218,66.95187165775401
1429,196,1,220,65.77540106951872
1430,200,27,220,67.37967914438502
1431,200,0,218,65.8288770053476
1432,206,21,221,67.43315508021391
1433,211,24,225,68.07486631016043
1442,201,19,199,65.88235294117646
1443,196,24,194,65.61497326203208
1444,197,0,195,64.43850267379679
1445,199,13,196,65.29411764705883
1446,200,1,197,64.75935828877006
1447,200,3,197,64.8663101604278
1450,208,23,205,66.79144385026738
1451,210,23,207,67.00534759358288
1452,215,8,214,66.84491978609626
1456,224,29,225,69.03743315508021
1457,222,21,223,68.39572192513369
1458,218,11,219,67.43315508021391
1459,214,23,216,67.70053475935829
1460,210,27,213,67.54010695187166
1461,208,23,211,67.11229946524064
1464,197,21,203,65.98930481283422
1465,198,11,202,65.45454545454545
1466,201,17,204,66.0427807486631
1467,208,16,210,66.68449197860963
1471,218,12,219,67.48663101604278
1472,221,28,223,68.71657754010695
1473,219,27,221,68.44919786096257
1474,217,6,219,67.11229946524064
1475,220,28,221,68.55614973262033
1476,226,21,225,68.71657754010695
1478,226,1,225,67.6470588235294
1479,223,21,222,68.39572192513369
1480,217,26,214,67.9144385026738
1481,217,2,214,66.63101604278074
1482,217,16,216,67.48663101604278
1483,219,29,218,68.39572192513369
1484,220,3,221,67.2192513368984
1485,216,26,218,68.07486631016043
1486,212,15,214,67.05882352941177
1487,206,23,212,67.05882352941177
1488,204,26,220,67.54010695187166
1489,208,18,225,67.59358288770053
1492,224,22,228,68.82352941176471
1493,218,0,224,67.11229946524064
1494,208,10,221,66.95187165775401
1495,199,21,220,67.00534759358288
1496,182,28,214,66.14973262032086
1500,171,16,212,64.81283422459893
1501,178,5,213,64.6524064171123
1502,189,23,217,66.41711229946524
1503,193,12,220,66.20320855614973
1504,180,9,212,64.91978609625669
1505,175,11,210,64.6524064171123
1506,175,20,209,65.08021390374331
1507,179,6,211,64.6524064171123
1508,186,5,215,65.18716577540107
1509,191,1,219,65.45454545454545
1510,197,4,221,66.0427807486631
1511,199,23,221,67.16577540106952
1512,200,15,221,66.79144385026738
1513,202,15,222,66.95187165775401
1514,203,12,221,66.79144385026738
1515,202,14,220,66.79144385026738
1516,205,11,222,66.89839572192514
1521,208,22,209,66.95187165775401
1522,202,7,201,65.40106951871658
1523,197,3,197,64.70588235294117
1524,197,2,197,64.6524064171123
1525,199,22,198,65.88235294117646
1526,202,3,200,65.1336898395722
1527,203,22,201,66.2566844919786
1528,207,12,205,66.14973262032086
1529,207,23,204,66.68449197860963
1530,207,6,204,65.77540106951872
1531,212,25,210,67.37967914438502
1532,218,20,216,67.75401069518716
1536,226,3,226,67.80748663101605
1537,223,4,224,67.59358288770053
1538,218,24,220,68.18181818181819
1539,212,3,215,66.47058823529412
1540,208,6,213,66.31016042780749
1541,207,15,212,66.68449197860963
1544,193,24,199,65.72192513368984
1545,195,12,199,65.18716577540107
1546,197,13,200,65.40106951871658
1547,205,29,205,66.95187165775401
1548,212,18,215,67.27272727272728
1550,216,3,216,66.7379679144385
1551,214,15,214,67.16577540106952
1552,220,28,223,68.66310160427807
1553,223,12,226,68.1283422459893
1554,225,6,228,68.02139037433155
1558,225,26,223,68.82352941176471
1559,222,8,220,67.54010695187166
1560,217,25,214,67.86096256684492
1561,217,18,216,67.59358288770053
1562,221,3,219,67.16577540106952
1566,214,5,215,66.68449197860963
1567,206,24,212,67.11229946524064
1568,201,7,216,66.14973262032086
1569,206,0,223,66.41711229946524
1570,218,18,228,68.28877005347593
1571,225,21,231,68.98395721925134
1572,226,17,229,68.71657754010695
1573,222,3,226,67.59358288770053
1574,212,6,223,67.05882352941177
1575,200,10,221,66.524064171123
1576,176,11,208,64.59893048128342
1577,168,23,209,64.8663101604278
1578,163,17,209,64.27807486631016
1579,164,18,210,64.43850267379679
1580,169,13,211,64.49197860962568
1581,178,1,213,64.43850267379679
1582,188,16,216,65.93582887700535
1583,191,20,218,66.41711229946524
1584,182,23,216,65.98930481283422
1585,177,21,213,65.45454545454545
1586,175,1,211,64.1711229946524
1587,177,18,212,65.24064171122994
1588,183,17,215,65.66844919786097
1589,187,27,218,66.57754010695187
1591,193,4,220,65.77540106951872
1592,195,14,219,66.36363636363636
1593,196,5,220,65.98930481283422
1594,195,18,217,66.47058823529412
1595,193,24,214,66.524064171123
1596,196,20,217,66.63101604278074
1597,202,13,223,66.89839572192514
1600,214,6,215,66.7379679144385
1601,208,8,212,66.36363636363636
1602,203,9,205,65.77540106951872
1603,200,2,201,65.02673796791444
1604,201,6,202,65.3475935828877
1605,202,9,203,65.61497326203208
1606,208,16,207,66.524064171123
1608,208,19,206,66.63101604278074
1609,209,7,206,66.0427807486631
1610,210,3,208,65.98930481283422
1611,216,18,215,67.48663101604278
1612,223,29,220,68.71657754010695
1613,228,24,226,69.03743315508021
1614,232,26,231,69.62566844919786
1615,231,28,230,69.62566844919786
1616,230,4,230,68.28877005347593
1617,226,10,228,68.28877005347593
1618,219,1,222,67.11229946524064
1619,214,9,217,67.00534759358288
1620,209,24,212,67.27272727272728
1621,207,29,211,67.37967914438502
1622,206,3,211,65.93582887700535
1624,197,6,201,65.08021390374331
1625,197,17,199,65.56149732620321
1626,197,27,200,66.14973262032086
1627,202,29,203,66.68449197860963
1628,209,7,212,66.36363636363636
1629,213,9,214,66.79144385026738
1630,215,2,215,66.57754010695187
1631,214,2,216,66.57754010695187
1632,222,1,225,67.43315508021391
1633,226,28,229,69.3048128342246
1637,230,24,228,69.25133689839572
1638,227,23,223,68.77005347593582
1639,224,5,222,67.59358288770053
1640,219,21,216,67.86096256684492
1641,219,3,218,67.00534759358288
1642,222,13,220,67.80748663101605
1647,208,18,215,67.05882352941177
1648,200,27,215,67.11229946524064
1649,204,18,221,67.16577540106952
1650,216,21,226,68.23529411764706
1651,226,29,230,69.41176470588235
1652,230,23,231,69.35828877005348
1653,226,10,229,68.34224598930481
1654,214,1,225,67.00534759358288
1655,200,10,221,66.524064171123
1656,176,1,208,64.06417112299465
1657,161,23,203,64.1711229946524
1658,153,0,201,62.406417112299465
1659,158,8,206,63.36898395721925
1662,192,17,219,66.36363636363636
1663,188,27,215,66.47058823529412
1664,181,12,216,65.3475935828877
1666,176,24,214,65.61497326203208
1667,179,11,215,65.1336898395722
1669,185,12,217,65.61497326203208
1670,185,17,216,65.8288770053476
1671,185,17,214,65.72192513368984
1672,190,21,217,66.36363636363636
1673,191,26,218,66.7379679144385
1674,191,15,216,66.0427807486631
1675,189,10,214,65.56149732620321
1676,193,25,217,66.7379679144385
1680,211,10,212,66.63101604278074
1681,209,4,210,66.09625668449198
1682,204,14,205,66.09625668449198
1683,203,3,204,65.40106951871658
1684,204,26,204,66.68449197860963
1685,208,29,208,67.27272727272728
1688,212,20,209,67.05882352941177
1689,212,21,210,67.16577540106952
1690,214,9,212,66.7379679144385
1691,218,23,217,67.96791443850267
1692,226,15,223,68.28877005347593
1695,230,5,230,68.34224598930481
1697,228,24,230,69.25133689839572
1698,219,11,223,67.70053475935829
1699,212,8,215,66.7379679144385
1700,206,29,212,67.37967914438502
1701,203,4,208,65.66844919786097
1705,200,2,203,65.1336898395722
1706,199,28,200,66.31016042780749
1707,203,9,203,65.66844919786097
1708,210,23,209,67.11229946524064
1709,215,0,215,66.47058823529412
1710,216,23,219,67.96791443850267
1711,218,25,220,68.23529411764706
1712,221,21,226,68.50267379679144
1713,227,11,231,68.55614973262033
1716,229,27,229,69.41176470588235
1717,226,25,226,68.98395721925134
1718,226,13,224,68.23529411764706
1719,227,28,225,69.14438502673796
1720,220,25,219,68.28877005347593
1721,219,5,218,67.11229946524064
1722,220,5,218,67.16577540106952
1727,211,0,218,66.41711229946524
1728,200,24,214,66.89839572192514
1729,204,22,218,67.2192513368984
1730,213,20,224,67.9144385026738
1731,222,4,228,67.75401069518716
1734,212,3,226,67.05882352941177
1735,199,18,220,66.84491978609626
1736,179,20,211,65.40106951871658
1737,163,29,201,64.49197860962568
1738,154,15,197,63.04812834224599
1739,163,25,205,64.49197860962568
1743,185,13,213,65.45454545454545
1744,179,15,214,65.29411764705883
1745,176,21,214,65.45454545454545
1749,185,19,217,65.98930481283422
1750,182,16,213,65.45454545454545
1751,180,29,209,65.8288770053476
1752,186,9,214,65.3475935828877
1753,190,15,217,66.0427807486631
1754,190,28,217,66.7379679144385
1755,191,25,216,66.57754010695187
1756,194,6,219,65.88235294117646
1762,216,28,212,67.86096256684492
1763,212,8,208,66.36363636363636
1764,208,16,204,66.36363636363636
1765,209,16,205,66.47058823529412
1766,213,24,210,67.37967914438502
1769,216,27,214,67.9144385026738
1770,214,1,214,66.41711229946524
1771,215,16,215,67.32620320855615
1772,220,25,220,68.34224598930481
1775,221,16,222,68.02139037433155
1776,229,11,229,68.55614973262033
1777,226,1,227,67.75401069518716
1778,216,2,217,66.7379679144385
1779,204,16,210,66.47058823529412
1780,201,29,209,66.95187165775401
1783,189,14,194,64.70588235294117
1784,193,10,194,64.70588235294117
1785,197,15,198,65.40106951871658
1786,206,0,204,65.40106951871658
1790,215,10,218,67.16577540106952
1791,215,5,216,66.79144385026738
1792,220,6,222,67.43315508021391
1796,221,15,222,67.96791443850267
1797,219,3,220,67.11229946524064
1798,224,0,223,67.37967914438502
1801,223,14,224,68.1283422459893
1802,221,17,222,68.07486631016043
1803,221,25,223,68.55614973262033
1807,218,11,225,67.75401069518716
1808,211,4,222,66.84491978609626
1809,207,16,219,67.11229946524064
1810,207,16,220,67.16577540106952
1811,210,20,221,67.59358288770053
1816,180,24,208,65.50802139037432
1817,175,22,204,64.91978609625669
1818,171,28,205,65.08021390374331
1819,176,14,208,64.75935828877006
1823,187,16,215,65.8288770053476
1824,180,17,212,65.3475935828877
1825,184,13,216,65.56149732620321
1828,183,23,214,65.93582887700535
1829,182,11,211,65.08021390374331
1830,182,19,210,65.45454545454545
1831,184,8,211,65.02673796791444
1832,188,5,215,65.29411764705883
1833,189,16,214,65.88235294117646
1834,196,16,221,66.63101604278074
1836,194,27,218,66.95187165775401
1841,216,6,212,66.68449197860963
1842,215,20,211,67.32620320855615
1843,212,27,208,67.37967914438502
1844,209,4,205,65.8288770053476
1845,209,1,205,65.66844919786097
1846,213,26,211,67.54010695187166
1847,215,10,214,66.95187165775401
1849,214,7,213,66.68449197860963
1850,210,13,211,66.68449197860963
1851,210,5,211,66.2566844919786
1852,212,20,213,67.27272727272728
1853,215,9,216,67.00534759358288
1856,221,1,222,67.2192513368984
1859,204,23,209,66.79144385026738
1860,194,15,200,65.3475935828877
1861,190,25,200,65.66844919786097
1863,185,18,191,64.54545454545455
1864,192,2,191,64.06417112299465
1865,197,11,196,65.08021390374331
1866,208,1,203,65.50802139037432
1871,216,23,219,67.96791443850267
1872,217,11,218,67.32620320855615
1876,218,20,218,67.86096256684492
1877,217,17,217,67.59358288770053
1878,222,3,223,67.43315508021391
1881,224,6,227,67.9144385026738
1882,221,14,224,68.02139037433155
1883,220,29,223,68.71657754010695
1884,221,12,226,68.02139037433155
1885,222,24,228,68.82352941176471
1886,223,7,229,68.02139037433155
1888,216,9,223,67.43315508021391
1889,212,27,220,68.02139037433155
1890,209,8,219,66.79144385026738
1891,209,24,221,67.75401069518716
1895,196,7,217,65.93582887700535
1896,192,13,214,65.88235294117646
1897,187,11,211,65.3475935828877
1898,185,4,210,64.81283422459893
1899,188,24,213,66.20320855614973
1903,188,13,214,65.66844919786097
1904,186,15,217,65.8288770053476
1905,187,6,218,65.45454545454545
1906,187,14,218,65.88235294117646
1907,186,11,217,65.61497326203208
1908,185,27,214,66.2566844919786
1909,184,23,212,65.88235294117646
1910,184,21,212,65.77540106951872
1911,185,25,212,66.0427807486631
1912,190,27,217,66.68449197860963
1913,190,3,215,65.29411764705883
1914,197,20,221,66.89839572192514
1915,198,8,222,66.36363636363636
1916,196,0,218,65.61497326203208
1920,208,7,206,65.98930481283422
1921,211,10,206,66.31016042780749
1922,212,28,207,67.37967914438502
1923,210,27,205,67.11229946524064
1924,208,17,203,66.36363636363636
1925,208,18,203,66.41711229946524
1926,210,15,207,66.57754010695187
1927,210,23,209,67.11229946524064
1929,211,18,212,67.05882352941177
1930,206,8,207,65.98930481283422
1931,205,10,206,65.98930481283422
1932,207,12,210,66.41711229946524
1933,210,19,213,67.11229946524064
1936,215,16,214,67.27272727272728
1940,188,11,195,64.54545454545455
1941,180,17,189,64.11764705882354
1942,181,22,188,64.38502673796792
1943,184,28,188,64.8663101604278
1944,190,17,189,64.6524064171123
1945,197,11,196,65.08021390374331
1952,217,29,217,68.23529411764706
1953,219,16,219,67.75401069518716
1954,219,17,219,67.80748663101605
1955,218,11,218,67.37967914438502
1956,216,16,215,67.37967914438502
1957,217,15,216,67.43315508021391
1958,222,10,223,67.80748663101605
1962,225,22,226,68.77005347593582
1963,220,2,223,67.27272727272728
1964,219,9,224,67.6470588235294
1965,219,1,224,67.2192513368984
1966,223,23,228,68.82352941176471
1968,222,15,223,68.07486631016043
1969,218,11,221,67.54010695187166
1970,216,22,220,67.96791443850267
1971,215,18,222,67.80748663101605
1974,209,16,221,67.32620320855615
1975,202,23,217,67.11229946524064
1976,203,26,220,67.48663101604278
1977,200,14,218,66.57754010695187
1978,198,8,217,66.09625668449198
1979,200,1,219,65.93582887700535
1985,185,7,217,65.3475935828877
1986,182,13,214,65.3475935828877
1987,181,21,213,65.66844919786097
1988,183,24,214,65.98930481283422
1989,184,15,215,65.61497326203208
1990,187,10,216,65.56149732620321
1991,187,22,215,66.14973262032086
1992,191,29,218,66.89839572192514
1993,189,28,216,66.63101604278074
1994,196,16,221,66.63101604278074
1995,196,4,221,65.98930481283422
1996,193,11,217,65.98930481283422
2000,203,18,202,66.09625668449198
2001,205,27,203,66.7379679144385
2002,206,6,204,65.72192513368984
2003,206,3,204,65.56149732620321
2004,206,5,204,65.66844919786097
2005,205,6,203,65.61497326203208
2006,206,3,206,65.66844919786097
2007,206,5,206,65.77540106951872
2008,210,8,210,66.36363636363636
2009,209,5,210,66.14973262032086
2010,207,9,208,66.14973262032086
2011,207,22,208,66.84491978609626
2012,208,2,209,65.88235294117646
2013,210,13,213,66.79144385026738
2014,211,27,214,67.6470588235294
2015,214,16,215,67.27272727272728
2016,209,3,209,65.98930481283422
2017,215,4,214,66.63101604278074
2020,185,14,193,64.43850267379679
2021,177,5,185,63.101604278074866
2022,178,8,184,63.2620320855615
2023,182,1,187,63.2620320855615
2024,185,19,186,64.33155080213903
2025,197,28,194,65.88235294117646
2032,216,28,216,68.07486631016043
2033,216,20,216,67.6470588235294
2034,216,29,216,68.1283422459893
2035,214,22,214,67.54010695187166
2036,214,15,213,67.11229946524064
2037,216,24,215,67.80748663101605
2038,221,22,222,68.34224598930481
2040,227,24,228,69.0909090909091
2043,226,21,227,68.82352941176471
2044,222,11,225,67.96791443850267
2045,221,3,224,67.43315508021391
2046,224,22,227,68.77005347593582
2047,229,18,231,69.03743315508021
2048,226,14,223,68.23529411764706
2049,225,23,222,68.6096256684492
2050,222,2,222,67.32620320855615
2051,223,8,224,67.80748663101605
2052,223,20,227,68.6096256684492
2054,216,4,224,67.2192513368984
2055,211,14,221,67.32620320855615
2057,208,5,222,66.7379679144385
2058,207,9,221,66.84491978609626
2064,190,16,219,66.20320855614973
2065,180,7,214,64.91978609625669
2066,175,29,209,65.56149732620321
2067,175,29,209,65.56149732620321
2068,181,2,213,64.6524064171123
2069,186,15,217,65.8288770053476
2070,190,17,219,66.2566844919786
2071,191,8,219,65.8288770053476
2072,192,1,219,65.50802139037432
2073,191,27,216,66.68449197860963
2074,195,14,220,66.41711229946524
2075,196,20,220,66.79144385026738
2076,192,23,216,66.524064171123
2080,198,17,199,65.61497326203208
2081,198,28,199,66.20320855614973
2082,199,14,200,65.56149732620321
2083,201,10,202,65.56149732620321
2084,203,2,203,65.29411764705883
2085,203,26,203,66.57754010695187
2086,204,0,203,65.24064171122994
2087,203,3,202,65.29411764705883
2088,205,5,204,65.61497326203208
2089,208,26,208,67.11229946524064
2090,210,17,210,66.84491978609626
2092,212,5,211,66.36363636363636
2093,211,16,212,66.95187165775401
2094,210,26,211,67.37967914438502
2095,210,11,211,66.57754010695187
2096,205,1,202,65.29411764705883
2097,205,9,203,65.77540106951872
2101,179,24,186,64.27807486631016
2102,178,15,185,63.68983957219251
2103,181,1,186,63.155080213903744
2104,184,7,185,63.58288770053476
2105,197,3,194,64.54545454545455
2106,209,0,206,65.66844919786097
2110,222,7,224,67.70053475935829
2112,216,10,216,67.11229946524064
2113,216,23,216,67.80748663101605
2114,215,4,215,66.68449197860963
2115,213,4,213,66.47058823529412
2116,214,8,213,66.7379679144385
2117,217,24,216,67.9144385026738
2118,221,18,222,68.1283422459893
2119,224,1,225,67.54010695187166
2120,225,23,226,68.82352941176471
2124,226,16,228,68.6096256684492
2125,224,2,226,67.6470588235294
2126,226,15,228,68.55614973262033
2127,231,1,230,68.18181818181819
2128,229,24,223,68.93048128342247
2129,230,9,223,68.18181818181819
2130,231,7,225,68.23529411764706
2131,230,8,227,68.34224598930481
2132,229,14,229,68.71657754010695
2135,221,13,226,68.07486631016043
2140,214,21,224,68.02139037433155
2141,212,1,223,66.79144385026738
2142,211,17,221,67.48663101604278
2143,204,7,219,66.47058823529412
2144,186,12,215,65.56149732620321
2145,176,29,211,65.72192513368984
2146,173,0,207,63.79679144385027
2147,174,29,208,65.45454545454545
2148,181,24,213,65.8288770053476
2152,193,18,220,66.524064171123
2153,192,22,217,66.524064171123
2154,196,20,220,66.79144385026738
2155,198,17,220,66.7379679144385
2156,194,7,215,65.72192513368984
2157,201,5,222,66.36363636363636
2160,194,2,198,64.54545454545455
2161,193,10,198,64.91978609625669
2162,194,14,198,65.18716577540107
2163,196,14,200,65.40106951871658
2164,200,4,203,65.24064171122994
2165,203,16,204,66.09625668449198
2166,202,26,204,66.57754010695187
2167,202,23,203,66.36363636363636
2168,201,4,202,65.24064171122994
2169,207,16,206,66.41711229946524
2173,212,23,211,67.32620320855615
2174,210,12,211,66.63101604278074
2175,208,21,206,66.7379679144385
2176,203,23,199,66.20320855614973
2177,197,7,192,64.6524064171123
2178,191,22,190,65.02673796791444
2182,178,28,184,64.33155080213903
2183,181,5,184,63.2620320855615
2184,186,27,187,64.8663101604278
2185,198,4,195,64.70588235294117
2186,209,18,206,66.63101604278074
2188,218,4,216,66.89839572192514
2189,218,13,218,67.48663101604278
2190,219,10,221,67.54010695187166
2191,221,3,223,67.37967914438502
2192,218,14,220,67.6470588235294
2193,217,28,217,68.18181818181819
2194,216,2,216,66.68449197860963
2195,215,15,215,67.27272727272728
2196,216,22,215,67.70053475935829
2197,218,15,217,67.54010695187166
2198,221,5,222,67.43315508021391
2199,223,4,224,67.59358288770053
2200,225,29,226,69.14438502673796
2201,226,28,227,69.19786096256685
2202,228,13,228,68.55614973262033
2203,228,19,228,68.87700534759358
2204,226,15,228,68.55614973262033
2205,228,6,228,68.18181818181819
2206,229,20,229,69.03743315508021
2207,232,10,230,68.71657754010695
2208,230,18,223,68.66310160427807
2209,231,26,224,69.19786096256685
2210,233,2,226,68.1283422459893
2211,232,0,228,68.07486631016043
2212,231,24,229,69.35828877005348
2219,214,4,224,67.11229946524064
2220,210,23,220,67.70053475935829
2221,207,18,217,67.11229946524064
2222,203,19,213,66.7379679144385
2223,197,12,212,65.98930481283422
2224,185,7,213,65.1336898395722
2225,177,14,211,64.97326203208556
2226,178,25,210,65.56149732620321
2227,180,23,211,65.61497326203208
2228,186,12,215,65.56149732620321
2229,191,26,219,66.79144385026738
2232,198,10,222,66.47058823529412
2233,197,21,219,66.84491978609626
2234,202,14,223,66.95187165775401
2235,202,23,222,67.37967914438502
2236,199,7,217,66.09625668449198
2237,206,10,223,66.95187165775401
2240,194,13,197,65.08021390374331
2241,191,16,196,65.02673796791444
2242,192,8,195,64.59893048128342
2243,194,29,197,65.93582887700535
2244,198,19,202,65.88235294117646
2247,202,1,203,65.18716577540107
2248,200,10,202,65.50802139037432
2249,205,10,206,65.98930481283422
2253,210,23,210,67.16577540106952
2254,210,14,209,66.63101604278074
2255,209,8,206,66.09625668449198
2256,199,1,194,64.54545454545455
2257,191,29,186,65.18716577540107
2258,185,15,184,64.01069518716578
2259,183,0,184,63.101604278074866
2261,173,0,180,62.35294117647059
2262,173,21,181,63.529411764705884
2263,181,26,184,64.38502673796792
2264,190,17,191,64.75935828877006
2265,201,4,198,65.02673796791444
2267,216,7,214,66.84491978609626
2268,215,6,215,66.79144385026738
2269,215,27,215,67.9144385026738
2270,217,24,219,68.07486631016043
2271,220,1,222,67.16577540106952
2272,221,29,222,68.71657754010695
2273,220,11,219,67.54010695187166
2274,218,23,218,68.02139037433155
2275,218,14,218,67.54010695187166
2276,219,1,219,66.95187165775401
2277,220,0,220,67.00534759358288
2278,220,17,222,68.02139037433155
2279,220,23,222,68.34224598930481
2281,224,23,225,68.71657754010695
2282,221,8,221,67.54010695187166
2283,220,11,220,67.59358288770053
2284,224,13,224,68.1283422459893
2285,227,13,227,68.44919786096257
2286,231,16,230,68.98395721925134
2287,234,4,232,68.6096256684492
2288,231,2,225,67.96791443850267
2289,230,24,226,69.14438502673796
2290,232,26,228,69.46524064171123
2291,230,17,228,68.87700534759358
2292,226,20,227,68.77005347593582
2293,221,13,225,68.02139037433155
2294,219,2,224,67.27272727272728
2295,215,27,223,68.34224598930481
2299,210,1,222,66.63101604278074
2300,206,26,218,67.54010695187166
2301,203,2,215,65.93582887700535
2302,201,7,213,65.98930481283422
2303,195,14,212,65.98930481283422
2304,187,22,214,66.09625668449198
2305,187,18,216,65.98930481283422
2306,190,17,218,66.20320855614973
2307,191,25,219,66.7379679144385
2308,191,28,218,66.84491978609626
2309,194,26,219,66.95187165775401
2310,198,10,220,66.36363636363636
2311,200,20,221,67.05882352941177
2313,205,19,223,67.37967914438502
2315,212,8,226,67.32620320855615
2316,206,24,220,67.54010695187166
2317,212,0,225,66.84491978609626
2320,195,8,198,64.91978609625669
